orderid,OrderDate,UserId,TotalCharges,CommonId,PupId,PickupDate
2437,2010-01-21,3640,55.78,266RH,4,2010-01-22
296,2009-02-04,3733,15.01,C6LGB,2,2009-02-04
306,2009-02-10,3767,73.87,257YD,3,2009-02-10
1517,2009-10-26,3767,33.15,CEGBL,9,2009-10-28
311,2009-02-12,3889,65.18,WZ4AS,3,2009-02-12
490,2009-04-25,3889,230.17,8NVKP,4,2009-04-28
670,2009-06-02,3889,113.42,Z6BUD,4,2009-06-02
739,2009-06-16,3889,187.54,WJN5R,4,2009-06-18
803,2009-06-30,3889,77.88,QEHCK,4,2009-06-30
853,2009-07-09,3889,89.9,7NKYN,4,2009-07-09
908,2009-07-16,3889,91.38,EKQ8V,4,2009-07-16
972,2009-07-29,3889,159.28,6PKSY,4,2009-07-30
1050,2009-08-12,3889,68.5,S32GB,4,2009-08-13
1135,2009-08-27,3889,100.8,FXME6,4,2009-08-27
1210,2009-09-08,3889,60.29,QTSFX,4,2009-09-08
1258,2009-09-17,3889,139.45,SC92Z,4,2009-09-17
1339,2009-09-30,3889,99.1,76BP8,4,2009-10-01
1427,2009-10-15,3889,157.6,YQNQX,4,2009-10-15
1588,2009-11-03,3889,140.8,HE69X,4,2009-11-03
1878,2009-11-25,3889,183.17,8MJY7,4,2009-11-25
2171,2009-12-30,3889,74.76,WSDDL,4,2009-12-30
2364,2010-01-15,3889,39.38,RG2MN,4,2010-01-15
2588,2010-01-31,3889,143.26,JQKVS,4,2010-02-02
2933,2010-02-19,3889,148.88,28MQK,4,2010-02-19
317,2009-02-16,4058,31.53,BWBJ4,2,2009-02-16
1498,2009-10-22,4058,34.72,W392S,5,2009-10-23
324,2009-02-18,4152,189.37,EK5QM,3,2009-02-24
340,2009-03-01,4152,171.15,MKYZW,3,2009-03-03
351,2009-03-08,4152,160.44,RUBA4,3,2009-03-10
395,2009-03-29,4152,72.22,93EN2,3,2009-03-31
409,2009-04-06,4152,137.08,6L4ZG,3,2009-04-07
464,2009-04-22,4152,282.35,HUSRJ,3,2009-04-23
496,2009-04-29,4152,143.98,UJMCX,3,2009-04-30
502,2009-04-30,4152,45.15,PF28Y,3,2009-04-30
678,2009-06-04,4152,175.24,C863J,3,2009-06-04
796,2009-06-29,4152,101.05,WE7EA,3,2009-06-30
881,2009-07-13,4152,103.62,FE9FN,3,2009-07-14
917,2009-07-19,4152,104.45,7NFP2,3,2009-07-21
1103,2009-08-23,4152,70.27,WAPC4,3,2009-08-25
1264,2009-09-17,4152,48.29,773M3,3,2009-09-22
1273,2009-09-19,4152,6.03,QG393,3,2009-09-22
1572,2009-11-01,4152,134.01,TEG9Z,3,2009-11-03
1885,2009-11-29,4152,231.92,HVNKW,3,2009-12-01
2198,2010-01-03,4152,262.93,KH338,15,2010-01-04
2452,2010-01-24,4152,80.65,YJT5F,15,2010-01-25
2612,2010-02-01,4152,210.12,E3X8F,4,2010-02-05
2673,2010-02-04,4152,45.96,6E2LB,4,2010-02-05
3064,2010-02-28,4152,180.02,C5JVS,15,2010-03-01
325,2009-02-18,4160,43.52,PXPMK,3,2009-02-19
330,2009-02-20,4244,20.04,T8TAP,3,2009-02-24
347,2009-03-04,4244,24.88,JERMF,3,2009-03-10
354,2009-03-09,4244,13.4,JRZ7V,3,2009-03-10
369,2009-03-17,4244,27.19,658U4,3,2009-03-17
391,2009-03-25,4244,13.63,2X7GT,3,2009-03-26
424,2009-04-12,4244,37,QUGVQ,3,2009-04-14
497,2009-04-29,4244,31.1,36XSY,3,2009-04-30
571,2009-05-14,4244,20.03,8WUWQ,3,2009-05-14
645,2009-05-27,4244,33.33,GYKZW,3,2009-05-28
776,2009-06-23,4244,31.45,VAQQX,3,2009-06-23
843,2009-07-07,4244,18.39,PSL88,3,2009-07-07
892,2009-07-14,4244,23.47,2EHCU,3,2009-07-14
928,2009-07-21,4244,13.04,QJU4A,3,2009-07-21
954,2009-07-27,4244,24.57,5G6ZR,3,2009-07-28
1042,2009-08-11,4244,27.63,XTTGX,3,2009-08-11
1118,2009-08-25,4244,11.12,2NDD5,3,2009-08-25
1201,2009-09-07,4244,30.29,FCAWK,3,2009-09-08
1332,2009-09-29,4244,31.21,SP2RT,3,2009-09-29
1450,2009-10-19,4244,19.23,88UE4,3,2009-10-20
1637,2009-11-09,4244,19.23,QAJFD,3,2009-11-10
1971,2009-12-07,4244,43.09,R6MPY,18,2009-12-07
2099,2009-12-20,4244,18.59,EUM9Y,18,2009-12-21
2226,2010-01-05,4244,23.79,RP8MG,3,2010-01-05
2834,2010-02-14,4244,46.2,TRT52,18,2010-02-15
2967,2010-02-22,4244,21.09,NR6V2,18,2010-02-22
332,2009-02-22,4270,50.1,46LWX,3,2009-02-26
1277,2009-09-21,4270,21.05,CE4LH,3,2009-09-22
2851,2010-02-15,4270,18.65,9Z9MY,3,2010-02-16
343,2009-03-01,4433,20.22,F8RN6,2,2009-03-04
425,2009-04-12,4516,173.07,GE59J,3,2009-04-14
498,2009-04-29,4516,52.78,HS69H,3,2009-05-05
631,2009-05-22,4516,41.41,RPMZ5,3,2009-05-26
913,2009-07-17,4516,16.73,96QHQ,3,2009-07-21
1202,2009-09-07,4516,73.35,XWLQC,3,2009-09-08
1867,2009-11-23,4516,59.74,3FDPF,3,2009-11-24
2461,2010-01-24,4516,95.97,ZTTDG,6,2010-01-28
622,2009-05-22,4577,51.19,VAG8L,5,2009-05-22
659,2009-05-29,4577,39,7WMAP,5,2009-05-29
663,2009-06-01,4577,43.43,RV8UU,5,2009-06-05
714,2009-06-12,4577,60.17,BN2HQ,5,2009-06-12
1026,2009-08-07,4577,51.02,AKWYM,5,2009-08-07
1354,2009-10-02,4577,91.59,WFWER,5,2009-10-02
1440,2009-10-16,4577,76.47,HLP79,5,2009-10-16
1509,2009-10-23,4577,37.83,T6U4V,5,2009-10-23
1605,2009-11-04,4577,70.06,5YG9A,11,2009-11-04
1930,2009-12-03,4577,69.36,639GT,6,2009-12-03
2143,2009-12-28,4577,61.09,PR8HJ,15,2009-12-28
2559,2010-01-29,4577,53.24,45WNK,5,2010-01-29
2717,2010-02-08,4577,99.33,F6C7V,4,2010-02-08
2926,2010-02-19,4577,72.05,CWKMP,5,2010-02-19
3012,2010-02-24,4577,81.78,T6KUG,11,2010-02-24
356,2009-03-09,4622,49.36,PW7E6,3,2009-03-10
406,2009-04-02,4622,28.76,5NGUY,3,2009-04-02
473,2009-04-23,4622,12.53,XBKEB,3,2009-04-23
553,2009-05-08,4622,27.36,CNV7M,5,2009-05-08
568,2009-05-14,4622,56.53,PDUPG,3,2009-05-14
573,2009-05-14,4622,9.8,7ZH5P,3,2009-05-14
584,2009-05-15,4622,81.07,PQ8JC,5,2009-05-15
597,2009-05-19,4622,43.01,X3SDW,3,2009-05-19
629,2009-05-22,4622,59.43,CECYN,5,2009-05-22
637,2009-05-26,4622,58.25,Z9PVW,3,2009-05-26
651,2009-05-28,4622,52.04,UZKUL,3,2009-05-28
668,2009-06-02,4622,55.71,GRSVA,3,2009-06-02
694,2009-06-09,4622,68.54,ZW5UB,3,2009-06-09
706,2009-06-11,4622,70.22,NHC93,6,2009-06-11
725,2009-06-15,4622,59.48,QPDJQ,3,2009-06-16
730,2009-06-16,4622,20.65,N5VDC,3,2009-06-16
744,2009-06-17,4622,3.14,X2WE9,6,2009-06-18
771,2009-06-23,4622,80.73,2EJVL,3,2009-06-23
772,2009-06-23,4622,13.84,BN5SH,3,2009-06-23
801,2009-06-29,4622,124,8DK94,3,2009-06-30
818,2009-07-02,4622,46.5,E7PSB,6,2009-07-02
841,2009-07-07,4622,67.14,JKERK,3,2009-07-07
842,2009-07-07,4622,5.73,YRUAQ,3,2009-07-07
929,2009-07-21,4622,41.88,HE33L,3,2009-07-21
1001,2009-08-04,4622,34.25,CJUTS,3,2009-08-04
1059,2009-08-14,4622,48.58,GW25V,5,2009-08-14
1068,2009-08-18,4622,54.86,TKG9P,3,2009-08-18
1107,2009-08-25,4622,109.14,A2U94,3,2009-08-25
1108,2009-08-25,4622,86.13,54R6R,3,2009-08-25
1148,2009-08-28,4622,259.34,HTPAN,5,2009-08-28
1149,2009-08-28,4622,44.93,5638X,5,2009-08-28
1156,2009-09-01,4622,98.28,SS8NS,3,2009-09-01
1182,2009-09-03,4622,85.74,UHPD6,5,2009-09-04
1186,2009-09-03,4622,63.91,K3VC6,5,2009-09-04
1188,2009-09-04,4622,75.15,366UJ,5,2009-09-04
1209,2009-09-08,4622,88.34,UC3LA,3,2009-09-08
1246,2009-09-15,4622,84.8,TH5AT,3,2009-09-15
1269,2009-09-18,4622,79.15,5Z5ZZ,5,2009-09-18
1285,2009-09-22,4622,151.36,8L6VZ,3,2009-09-22
1287,2009-09-22,4622,43.15,SSD7G,3,2009-09-22
1315,2009-09-25,4622,28.37,GRK3V,5,2009-09-25
1325,2009-09-29,4622,49.99,S3YYQ,3,2009-09-29
1366,2009-10-06,4622,78.24,THUMB,3,2009-10-06
1411,2009-10-13,4622,68.82,4RYRV,3,2009-10-13
1412,2009-10-13,4622,16.45,2566V,3,2009-10-13
1413,2009-10-13,4622,12.63,8KN48,3,2009-10-13
1426,2009-10-15,4622,19.64,VDW3F,7,2009-10-15
1464,2009-10-20,4622,118.42,43ZSX,3,2009-10-20
1502,2009-10-23,4622,30.43,JZV4U,5,2009-10-23
1504,2009-10-23,4622,26.82,RXH3H,5,2009-10-23
1533,2009-10-27,4622,74.45,PS3VR,3,2009-10-27
1536,2009-10-27,4622,6.9,7BESV,3,2009-10-27
1569,2009-10-30,4622,93.87,5M76L,5,2009-10-30
1590,2009-11-03,4622,95.13,W7AUZ,3,2009-11-03
1615,2009-11-05,4622,24.05,DRR3D,7,2009-11-05
1654,2009-11-10,4622,62.39,LQ3AM,3,2009-11-10
1694,2009-11-11,4622,145.79,H546J,9,2009-11-11
1786,2009-11-16,4622,86.72,ACHV3,15,2009-11-16
1910,2009-12-01,4622,95.35,JGNPK,3,2009-12-01
1967,2009-12-07,4622,109.99,4379D,15,2009-12-07
2019,2009-12-11,4622,46.77,EGTTQ,15,2009-12-11
2050,2009-12-14,4622,139.29,JZ25R,4,2009-12-15
2051,2009-12-14,4622,94.6,WSFSX,4,2009-12-15
2199,2010-01-04,4622,104.73,M4BUB,15,2010-01-04
2319,2010-01-12,4622,120.24,ZKE6N,4,2010-01-12
2414,2010-01-20,4622,99.27,JSD55,4,2010-01-20
2417,2010-01-20,4622,169.82,XXEK3,4,2010-01-20
2474,2010-01-25,4622,145.88,WBYNB,4,2010-01-25
2596,2010-02-01,4622,122.04,8UPXQ,4,2010-02-01
2698,2010-02-05,4622,81.53,D4URE,4,2010-02-05
2778,2010-02-11,4622,141.06,ZHE3C,4,2010-02-11
2808,2010-02-12,4622,76.4,78M52,4,2010-02-12
2920,2010-02-19,4622,73.88,TR2FE,4,2010-02-19
2991,2010-02-23,4622,82.41,5WJXN,4,2010-02-23
3106,2010-03-02,4622,76.31,DZJMC,4,2010-03-02
447,2009-04-17,4640,69.19,A92BW,5,2009-04-17
456,2009-04-17,4640,90.18,RUX8E,3,2009-04-21
487,2009-04-24,4640,53.24,B3MXC,5,2009-04-24
521,2009-05-01,4640,17.13,9ES2U,5,2009-05-01
554,2009-05-08,4640,18.37,RQRD4,5,2009-05-08
585,2009-05-15,4640,42.88,PM7EM,5,2009-05-15
630,2009-05-22,4640,36.13,XP2KN,5,2009-05-22
697,2009-06-09,4640,43.24,SD4DP,3,2009-06-09
764,2009-06-19,4640,65.11,Q45TD,5,2009-06-19
790,2009-06-26,4640,60.64,DKTPD,5,2009-06-26
830,2009-07-02,4640,36.53,LTUVQ,6,2009-07-02
873,2009-07-10,4640,40.6,CYH4R,5,2009-07-10
1195,2009-09-04,4640,66.94,VBLL8,5,2009-09-04
1239,2009-09-11,4640,34.48,HHDK3,5,2009-09-11
1291,2009-09-22,4640,61.88,2WN8C,3,2009-09-22
1318,2009-09-25,4640,16.92,L8GWP,5,2009-09-25
1441,2009-10-16,4640,60.79,LQDVN,8,2009-10-16
1633,2009-11-06,4640,52.44,R47BL,5,2009-11-06
2074,2009-12-16,4640,52.08,T55N5,6,2009-12-17
2149,2009-12-28,4640,43.51,KAMC3,15,2009-12-28
2270,2010-01-08,4640,62.36,FPXF2,15,2010-01-08
2362,2010-01-15,4640,73.81,QPQNP,15,2010-01-15
2504,2010-01-26,4640,45.5,WMAN5,3,2010-01-26
2570,2010-01-29,4640,67.42,CM275,15,2010-01-29
2685,2010-02-04,4640,97.63,MHTVB,5,2010-02-05
2696,2010-02-05,4640,93.23,4PXS7,15,2010-02-05
2814,2010-02-12,4640,93.49,Q66CF,15,2010-02-12
3050,2010-02-26,4640,84.73,FXRZH,15,2010-02-26
731,2009-06-16,4642,30.22,QWMQ5,3,2009-06-16
361,2009-03-10,4658,187.73,X2FU8,3,2009-03-12
367,2009-03-16,4658,45.05,4TP9R,3,2009-03-17
389,2009-03-24,4658,43.43,BB29G,3,2009-03-24
390,2009-03-24,4658,8.79,D7FPC,3,2009-03-24
396,2009-03-30,4658,67.13,2WWM3,3,2009-03-31
460,2009-04-21,4658,70.47,39RWM,3,2009-04-21
601,2009-05-19,4658,49.28,6LXSY,3,2009-05-19
658,2009-05-29,4658,75.97,DK8S6,5,2009-05-29
774,2009-06-23,4658,68.48,EQWCU,3,2009-06-23
364,2009-03-15,4851,24.53,GPF2H,3,2009-03-17
366,2009-03-15,4862,104.58,5UU6Q,3,2009-03-17
368,2009-03-16,4903,7.14,9DGRJ,4,2009-03-17
380,2009-03-19,4973,17.17,UYNK4,3,2009-03-19
382,2009-03-19,4976,10.6,E5N8G,3,2009-03-19
397,2009-03-31,5378,12.93,CLLQB,3,2009-03-31
444,2009-04-17,5408,25.56,HBLCL,5,2009-04-17
485,2009-04-24,5408,43.9,66XAU,5,2009-04-24
519,2009-05-01,5408,38.67,NFTWV,5,2009-05-01
559,2009-05-08,5408,36.76,AX28M,5,2009-05-09
588,2009-05-15,5408,48.5,8QSR6,5,2009-05-15
628,2009-05-22,5408,29.92,VSLM3,5,2009-05-22
402,2009-04-01,5423,84.33,Q7YG4,3,2009-04-02
407,2009-04-02,5441,38.75,C9LX5,3,2009-04-02
418,2009-04-09,5441,171.5,8WJFT,3,2009-04-09
440,2009-04-16,5441,72.92,PSYNU,3,2009-04-16
461,2009-04-21,5441,17.02,T645J,3,2009-04-21
462,2009-04-21,5441,18.21,G5MK7,3,2009-04-21
471,2009-04-23,5441,72.41,CA8Z6,3,2009-04-23
495,2009-04-28,5441,38.36,82ZSK,3,2009-04-28
503,2009-04-30,5441,62.03,QAYCX,3,2009-04-30
505,2009-04-30,5441,11.1,JHWZA,3,2009-04-30
536,2009-05-07,5441,77.96,%%536,3,2009-05-07
564,2009-05-12,5441,21.75,SXKRV,3,2009-05-12
577,2009-05-14,5441,69.18,MU95A,3,2009-05-14
615,2009-05-21,5441,74.34,TCMWT,3,2009-05-21
616,2009-05-21,5441,7.85,3D3AR,3,2009-05-21
647,2009-05-27,5441,79.18,UX5X4,3,2009-05-28
672,2009-06-03,5441,57.26,F6A6B,3,2009-06-04
693,2009-06-08,5441,41.02,ABDDH,3,2009-06-09
728,2009-06-15,5441,65.02,XJES9,3,2009-06-16
767,2009-06-22,5441,58.46,2AAW4,3,2009-06-23
797,2009-06-29,5441,60.37,9LHV2,3,2009-06-30
840,2009-07-06,5441,82.99,4A3Z7,3,2009-07-07
888,2009-07-13,5441,118.21,AJ8TA,3,2009-07-14
926,2009-07-21,5441,56.83,2A5W2,3,2009-07-21
960,2009-07-28,5441,81.01,5FAAD,3,2009-07-28
1002,2009-08-04,5441,91.77,DGHGQ,3,2009-08-04
1069,2009-08-18,5441,25.37,KK7HZ,3,2009-08-18
1070,2009-08-18,5441,15.54,RV42U,3,2009-08-18
1114,2009-08-25,5441,29.24,CDYPL,3,2009-08-25
1292,2009-09-22,5441,21.01,V87P7,3,2009-09-22
1641,2009-11-09,5441,22.2,DRWBS,3,2009-11-10
1796,2009-11-16,5441,26.14,XTF3K,3,2009-11-17
408,2009-04-02,5449,20.89,MGMDN,3,2009-04-02
413,2009-04-07,5449,25.06,WGE2U,3,2009-04-07
436,2009-04-14,5449,63.11,KABDC,3,2009-04-14
463,2009-04-21,5449,42.49,8BYEV,3,2009-04-21
532,2009-05-07,5449,64.19,%%532,3,2009-05-07
639,2009-05-26,5449,49.28,H83T8,3,2009-05-26
677,2009-06-04,5449,54.86,Q53JB,3,2009-06-04
735,2009-06-16,5449,44.09,TZS27,3,2009-06-16
2883,2010-02-17,5449,107.82,T6AKW,4,2010-02-17
2950,2010-02-21,5449,121.75,LV9LD,18,2010-02-22
3083,2010-03-01,5449,121.83,NLHQF,18,2010-03-01
3218,2010-03-08,5449,101.29,58S76,18,2010-03-08
415,2009-04-08,5534,37,HBF9W,3,2009-04-09
469,2009-04-23,5534,15.12,Y2C5R,3,2009-04-23
809,2009-07-01,5534,37.71,YD77Q,6,2009-07-09
846,2009-07-08,5534,13.91,33TMM,6,2009-07-09
698,2009-06-09,5564,23.08,2PPL6,6,2009-06-11
940,2009-07-23,5564,23.55,DL398,5,2009-07-24
982,2009-07-30,5564,20.94,J3B54,5,2009-07-31
1470,2009-10-20,5564,63.41,KR6Y2,11,2009-10-21
2139,2009-12-27,5564,33.11,KEXT4,15,2009-12-28
2980,2010-02-22,5564,24.63,KR3WQ,3,2010-02-23
506,2009-04-30,5638,104.29,SD977,5,2009-05-01
734,2009-06-16,5638,190.03,UTADN,3,2009-06-16
879,2009-07-13,5638,123.25,NTWKZ,3,2009-07-14
520,2009-05-01,5654,11.5,YWSXG,5,2009-05-01
534,2009-05-07,5656,20.55,%%534,5,2009-05-08
486,2009-04-24,5657,61.17,K58S7,5,2009-04-24
748,2009-06-17,5657,57.91,D2GMS,6,2009-06-18
900,2009-07-15,5657,72.87,XU3LR,6,2009-07-16
971,2009-07-29,5657,68.96,KLGMU,6,2009-07-30
1083,2009-08-19,5657,64.06,5F333,6,2009-08-20
1337,2009-09-30,5657,120.13,67P2V,6,2009-10-01
446,2009-04-17,5664,43.33,XQ9U2,5,2009-04-17
475,2009-04-23,5664,43.06,5DE3L,5,2009-04-24
556,2009-05-08,5682,83.79,6GFS3,5,2009-05-09
478,2009-04-23,5686,57.22,XDCCA,5,2009-04-24
451,2009-04-17,5708,44.6,HUPMX,5,2009-04-17
479,2009-04-24,5708,47.14,FR56U,5,2009-04-24
557,2009-05-08,5708,33.64,9JKA3,5,2009-05-09
626,2009-05-22,5708,28.92,LRSPK,5,2009-05-22
452,2009-04-17,5805,42.91,G5KBS,5,2009-04-17
845,2009-07-07,5805,18.2,M2UN7,6,2009-07-09
423,2009-04-10,5831,13.71,G8FDC,5,2009-04-17
572,2009-05-14,5831,9.75,AHAGF,3,2009-05-14
522,2009-05-01,5894,24.63,ACNVE,5,2009-05-01
3043,2010-02-26,5894,112.55,7XGHN,5,2010-02-26
426,2009-04-13,5977,19.28,ZSVQK,5,2009-04-17
965,2009-07-28,5977,26.53,ZSNYK,5,2009-07-31
453,2009-04-17,5983,30.19,HPET7,5,2009-04-17
427,2009-04-13,6003,21.84,JN396,5,2009-04-17
786,2009-06-25,6003,16.54,22SJB,5,2009-06-26
1682,2009-11-10,6003,17.85,W938P,5,2009-11-13
428,2009-04-13,6012,14.12,XNLS3,3,2009-04-14
1934,2009-12-03,6016,27.55,ZKYTA,5,2009-12-04
429,2009-04-13,6019,17.53,CKPSY,5,2009-04-17
562,2009-05-12,6069,7.41,ME9RH,3,2009-05-12
657,2009-05-29,6069,17.31,X7CHZ,5,2009-05-29
488,2009-04-24,6097,34.53,7J82D,5,2009-04-24
898,2009-07-15,6097,19.61,JBMLJ,6,2009-07-16
443,2009-04-16,6153,35.77,LQD3F,5,2009-04-17
604,2009-05-19,6224,20.66,R7L3Q,5,2009-05-22
702,2009-06-10,6224,12.99,5MYDF,6,2009-06-11
1010,2009-08-05,6224,41.65,5CQ6K,5,2009-08-07
1131,2009-08-26,6224,45.02,R9QEX,5,2009-08-28
1353,2009-10-01,6224,17.66,PWN3S,5,2009-10-02
2155,2009-12-28,6224,75.06,SFNBD,5,2009-12-30
653,2009-05-28,6225,21.69,U86H2,5,2009-05-29
808,2009-07-01,6225,11.87,HY3VG,6,2009-07-02
850,2009-07-08,6225,6.53,WMNSF,6,2009-07-09
977,2009-07-30,6225,14.52,DD6UW,6,2009-07-30
1483,2009-10-22,6225,15.67,AYTHA,6,2009-10-22
2346,2010-01-14,6225,16.94,W46GX,6,2010-01-14
445,2009-04-17,6245,24.42,7EGTP,5,2009-04-17
449,2009-04-17,6249,31.17,LAZDX,5,2009-04-17
450,2009-04-17,6249,19.52,AHJ79,5,2009-04-17
514,2009-05-01,6249,8.87,SJ6PB,5,2009-05-01
515,2009-05-01,6249,29.29,FG5EF,5,2009-05-01
580,2009-05-14,6249,3.07,L56AK,5,2009-05-15
581,2009-05-14,6249,13.16,3DDL6,5,2009-05-15
717,2009-06-12,6249,7.36,C3RE3,5,2009-06-12
718,2009-06-12,6249,6.03,UVKD8,5,2009-06-12
719,2009-06-12,6249,20.1,4XKR3,5,2009-06-12
792,2009-06-26,6249,8.26,4CFCE,5,2009-06-26
793,2009-06-26,6249,19.55,VMNPS,5,2009-06-26
794,2009-06-26,6249,5.3,G3YDC,3,2009-06-30
870,2009-07-10,6249,4.27,SHEU5,5,2009-07-10
871,2009-07-10,6249,21.27,QL2PY,5,2009-07-10
1190,2009-09-04,6249,11.74,B77HR,5,2009-09-04
1191,2009-09-04,6249,4.67,N836V,5,2009-09-04
1192,2009-09-04,6249,12.26,RC2J9,5,2009-09-04
1193,2009-09-04,6249,4.08,42RC8,5,2009-09-04
1762,2009-11-13,6249,16.91,ADAVB,5,2009-11-13
1763,2009-11-13,6249,7.98,VREU4,5,2009-11-13
454,2009-04-17,6251,33.15,C738Q,5,2009-04-17
455,2009-04-17,6261,6.43,644EC,5,2009-04-17
2460,2010-01-24,6370,161.46,QNWTX,4,2010-01-25
2730,2010-02-08,6370,286.27,7CCRJ,4,2010-02-09
3194,2010-03-07,6370,88.26,L4RJ4,4,2010-03-08
646,2009-05-27,6379,49.27,Y5L53,5,2009-05-29
538,2009-05-07,6384,27.41,%%538,5,2009-05-08
550,2009-05-08,6384,19.5,6UMCN,5,2009-05-08
654,2009-05-28,6384,59.4,QDRXJ,5,2009-05-29
687,2009-06-05,6384,16.39,ZY8CD,5,2009-06-05
689,2009-06-05,6384,2.85,8FMJH,5,2009-06-05
617,2009-05-21,6401,74.89,XWJCU,5,2009-05-22
642,2009-05-27,6408,41.66,FXYQM,3,2009-05-28
481,2009-04-24,6447,24.17,S3LZE,5,2009-04-24
512,2009-05-01,6447,46.78,SHE6H,5,2009-05-01
546,2009-05-08,6447,13.39,7TFCA,5,2009-05-08
583,2009-05-15,6447,37.14,DFTRQ,5,2009-05-15
610,2009-05-21,6447,37.11,BEN2J,5,2009-05-22
686,2009-06-05,6447,39.14,WAGD4,5,2009-06-05
759,2009-06-18,6447,33.8,WL6CC,5,2009-06-19
789,2009-06-26,6447,35.96,GSQG7,5,2009-06-26
869,2009-07-10,6447,22.75,TCW4P,5,2009-07-10
912,2009-07-17,6447,37.12,P5K5G,5,2009-07-17
946,2009-07-24,6447,31.29,HZV9Q,5,2009-07-24
1091,2009-08-20,6447,56.47,VC4LA,5,2009-08-21
1147,2009-08-28,6447,58.71,EV78E,5,2009-08-28
1259,2009-09-17,6447,47.11,MTAZE,5,2009-09-18
1391,2009-10-09,6447,32.15,DYKUY,5,2009-10-09
1437,2009-10-16,6447,30.04,RP9YM,5,2009-10-16
1563,2009-10-29,6447,37.99,YY4N6,5,2009-10-30
1631,2009-11-06,6447,52.93,TFBV6,5,2009-11-06
1838,2009-11-20,6447,82.93,78SSC,5,2009-11-20
1939,2009-12-04,6447,51.74,Y6SJQ,5,2009-12-04
2201,2010-01-04,6447,50,9H8T5,5,2010-01-08
2448,2010-01-22,6447,43.04,FXCQK,5,2010-01-22
2922,2010-02-19,6447,36.04,DJ55F,5,2010-02-19
3173,2010-03-05,6447,56.76,WEJ5F,5,2010-03-05
2832,2010-02-14,6476,128.38,Y828E,18,2010-02-15
2835,2010-02-14,6476,9.2,EZ3TR,18,2010-02-15
2836,2010-02-14,6476,18.08,P5582,18,2010-02-15
465,2009-04-22,6578,3.43,B7H2D,3,2009-04-23
510,2009-05-01,6602,21.03,JG2CP,5,2009-05-01
544,2009-05-08,6602,80.8,52ZEM,5,2009-05-08
586,2009-05-15,6602,29.38,PKPW6,5,2009-05-15
620,2009-05-22,6602,24.29,84G55,5,2009-05-22
716,2009-06-12,6602,35.81,2UKMQ,5,2009-06-12
470,2009-04-23,6646,10.6,X7X5Z,5,2009-04-24
484,2009-04-24,6664,50.89,TXWUU,5,2009-04-24
474,2009-04-23,6696,16.49,CNTGS,5,2009-04-24
476,2009-04-23,6821,24.78,ECV9L,5,2009-04-24
511,2009-05-01,6821,24.62,U6PF5,5,2009-05-01
549,2009-05-08,6821,25.01,WZKKH,5,2009-05-08
605,2009-05-20,6821,23.7,YDUQ8,5,2009-05-22
656,2009-05-29,6821,20.03,RQQFY,5,2009-05-29
684,2009-06-04,6821,22.23,LKCS5,5,2009-06-05
713,2009-06-11,6821,27.55,KJK3Q,5,2009-06-12
788,2009-06-26,6821,19.02,CZZFE,5,2009-06-26
860,2009-07-09,6821,24.61,FG87D,5,2009-07-10
990,2009-07-31,6821,29.64,PZCZS,5,2009-07-31
1092,2009-08-20,6821,34.21,EFL2F,5,2009-08-21
1357,2009-10-02,6821,28.36,XJYMV,5,2009-10-02
480,2009-04-24,6901,49.75,NHBAJ,5,2009-04-24
500,2009-04-30,6901,60.26,YXM86,5,2009-05-01
555,2009-05-08,6901,14.04,PFCLP,5,2009-05-08
763,2009-06-19,6901,26.53,KZ9Q6,5,2009-06-19
1016,2009-08-06,6901,63.1,WJMHK,5,2009-08-07
1153,2009-08-28,6901,21.87,M742B,5,2009-08-28
1194,2009-09-04,6901,27.73,LMCHS,5,2009-09-04
1271,2009-09-18,6901,29.08,UBCEL,5,2009-09-18
483,2009-04-24,6946,9.5,KZQCQ,5,2009-04-24
489,2009-04-24,6948,14.1,GD6XX,3,2009-04-24
491,2009-04-27,8843,21.45,2BUJN,4,2009-04-28
513,2009-05-01,9840,30.23,97DYP,5,2009-05-01
507,2009-04-30,10855,136.8,QVG7P,5,2009-05-01
509,2009-04-30,10858,20.82,ZG9BW,5,2009-05-01
508,2009-04-30,10859,44.81,QCXQ6,5,2009-05-01
539,2009-05-07,10859,61.3,7NKRD,5,2009-05-08
516,2009-05-01,10876,40.85,6D6YB,5,2009-05-01
992,2009-07-31,10876,50.22,PWHWK,4,2009-08-04
518,2009-05-01,10901,31.75,K2Y7H,5,2009-05-01
547,2009-05-08,10901,19.15,KZ2X4,5,2009-05-08
863,2009-07-09,10938,68.6,YX8WQ,5,2009-07-10
524,2009-05-04,12173,55.56,2H2CG,3,2009-05-05
530,2009-05-06,13043,23.39,%%530,3,2009-05-07
599,2009-05-19,13043,44.76,2C2CY,3,2009-05-19
669,2009-06-02,13043,30.57,QKA4T,3,2009-06-02
886,2009-07-13,13043,31.27,F3P9V,3,2009-07-14
1907,2009-12-01,13043,26.74,6H86Z,3,2009-12-01
3216,2010-03-08,13043,43.34,LY7HU,3,2010-03-09
535,2009-05-07,13202,28.9,%%535,3,2009-05-07
558,2009-05-08,13229,20.79,XPH3M,5,2009-05-09
537,2009-05-07,13232,9.85,%%537,5,2009-05-08
543,2009-05-07,13278,15.14,NHGNA,5,2009-05-08
648,2009-05-27,13278,27.65,BVDZU,5,2009-05-29
822,2009-07-02,13278,15.06,Z8EWB,6,2009-07-02
