orderid,OrderDate,UserId,TotalCharges,CommonId,PupId,PickupDate
942,2009-07-23,13278,18.19,PYW9Y,5,2009-07-24
974,2009-07-29,13278,21.3,FT4VY,6,2009-07-30
1018,2009-08-06,13278,21.68,Z99WL,5,2009-08-07
1490,2009-10-22,13278,9.18,U3XZT,5,2009-10-23
2208,2010-01-04,13278,13.29,NK6RM,18,2010-01-04
3180,2010-03-05,13278,21.01,RJ9KH,5,2010-03-05
540,2009-05-07,13284,39.88,TPJCA,5,2009-05-08
579,2009-05-14,13284,48.72,ML8CS,5,2009-05-15
682,2009-06-04,13284,63.87,7EK42,5,2009-06-05
712,2009-06-11,13284,37.5,YCQPS,5,2009-06-12
777,2009-06-23,13284,45.94,Y4QVP,5,2009-06-26
652,2009-05-28,13290,11.29,LYFPW,5,2009-05-29
551,2009-05-08,13301,25.23,AX64Q,5,2009-05-08
621,2009-05-22,13301,26.87,PQJDX,5,2009-05-22
787,2009-06-26,13301,33.25,H6GAM,5,2009-06-26
935,2009-07-23,13301,23.66,RALFM,5,2009-07-24
944,2009-07-24,13301,9.78,9W9YE,5,2009-07-24
552,2009-05-08,13304,17.85,V5MEH,5,2009-05-08
856,2009-07-09,13304,30.29,BQWFH,5,2009-07-10
566,2009-05-12,13341,46.68,MSF2F,3,2009-05-12
2124,2009-12-22,13361,86.25,K4T39,5,2009-12-23
2260,2010-01-07,13361,38.91,S5EJD,5,2010-01-08
2556,2010-01-29,13361,61.96,F9WEN,5,2010-01-29
570,2009-05-14,14027,38.45,TJ7DV,5,2009-05-15
925,2009-07-21,14027,38.81,YG7LN,5,2009-07-24
1017,2009-08-06,14027,51.12,PVE32,5,2009-08-07
1078,2009-08-19,14027,49.03,TSAVW,5,2009-08-21
582,2009-05-15,14056,35.31,C3LBW,5,2009-05-15
715,2009-06-12,14056,48.23,8ZLDC,5,2009-06-12
574,2009-05-14,14057,8.09,AWTUA,5,2009-05-15
587,2009-05-15,14246,53.28,UYESB,5,2009-05-15
623,2009-05-22,14246,63.92,FLGGB,5,2009-05-22
660,2009-05-29,14246,59.71,NUBN7,5,2009-05-29
751,2009-06-17,14246,14.07,F5DVR,6,2009-06-25
752,2009-06-17,14246,3.37,BJBEL,6,2009-06-18
753,2009-06-17,14246,4.29,UKGHW,3,2009-06-23
761,2009-06-19,14246,56.17,C9PJE,5,2009-06-19
813,2009-07-01,14246,80.79,B4L26,6,2009-07-02
859,2009-07-09,14246,64.38,PXQQQ,5,2009-07-10
590,2009-05-17,14600,21.89,GBQ5M,3,2009-05-19
609,2009-05-20,14600,72.72,Y768Y,3,2009-05-21
638,2009-05-26,14600,72.72,7P23H,3,2009-05-26
667,2009-06-02,14600,79.6,CJXSP,3,2009-06-02
679,2009-06-04,14600,79.6,QHFZP,5,2009-06-05
721,2009-06-12,14600,79.6,M8543,3,2009-06-16
738,2009-06-16,14600,79.6,3WAJQ,6,2009-06-18
765,2009-06-19,14600,79.6,MY36G,3,2009-06-23
798,2009-06-29,14600,69.65,RS7CF,3,2009-06-30
938,2009-07-23,14600,69.19,RJ6KG,3,2009-07-23
591,2009-05-18,14635,93.36,2SMZ7,3,2009-05-19
768,2009-06-22,14635,66.87,6NSDC,3,2009-06-23
854,2009-07-09,14635,75.2,4VNHF,4,2009-07-09
1161,2009-09-01,14635,83.31,HP3QP,3,2009-09-01
1207,2009-09-08,14635,54.92,6L78S,3,2009-09-08
1248,2009-09-15,14635,109.47,RP4S2,3,2009-09-15
1281,2009-09-22,14635,68.64,TKHH6,3,2009-09-22
1652,2009-11-10,14635,160.67,YRFKK,3,2009-11-10
2995,2010-02-23,14635,30.76,WDKB3,3,2010-02-23
593,2009-05-18,14842,40.59,BAG7J,3,2009-05-19
1021,2009-08-07,14887,27.97,R3NLN,5,2009-08-07
1146,2009-08-28,14887,67.58,HSK89,5,2009-08-28
1228,2009-09-11,14887,58.78,L92JR,5,2009-09-11
2267,2010-01-08,14887,42.6,GS86A,5,2010-01-08
2349,2010-01-14,14887,30.32,BVQUE,5,2010-01-15
595,2009-05-19,14913,53.43,BB9ZS,4,2009-05-19
2561,2010-01-29,14913,22.01,Q8QCG,15,2010-01-29
596,2009-05-19,14924,16.12,3BJ6W,4,2009-05-21
627,2009-05-22,15529,55.68,XKZXM,5,2009-05-22
773,2009-06-23,15529,70.71,VEPS2,3,2009-06-23
999,2009-08-03,15529,121.63,EYPBX,3,2009-08-04
608,2009-05-20,15889,65.63,76JQS,3,2009-05-21
666,2009-06-02,15893,11.49,3QUS2,3,2009-06-02
611,2009-05-21,15914,50.87,B32RF,5,2009-05-22
827,2009-07-02,15914,45.36,FKGYG,6,2009-07-02
3148,2010-03-04,15914,17.48,RYQQH,5,2010-03-05
1338,2009-09-30,15986,17.88,AUJKC,7,2009-10-01
618,2009-05-21,15987,7.32,S82WA,3,2009-05-21
625,2009-05-22,16173,64.05,KBDHV,5,2009-05-22
633,2009-05-25,16314,44.25,AMXQA,3,2009-05-26
632,2009-05-24,16614,3.21,27QPF,4,2009-05-26
634,2009-05-25,17040,29.12,SR8FD,3,2009-05-26
640,2009-05-27,17416,44,XJ5SF,4,2009-05-28
644,2009-05-27,17533,61.02,TD7RK,3,2009-05-28
1979,2009-12-07,17533,74.26,5JZ92,3,2009-12-08
655,2009-05-29,17928,25.96,F8LFS,5,2009-05-29
1171,2009-09-02,17928,16.22,Y9SXG,5,2009-09-04
1355,2009-10-02,17928,24.78,NGYD4,5,2009-10-02
1499,2009-10-23,17928,39.36,SBEB2,5,2009-10-23
1621,2009-11-05,17928,31.89,D9B3Y,5,2009-11-06
1754,2009-11-12,17928,89.06,9BK8L,5,2009-11-13
1936,2009-12-03,17928,64,PPVNU,5,2009-12-04
2014,2009-12-10,17928,35.68,JSXKD,5,2009-12-11
2083,2009-12-17,17928,14.09,NJ6C7,5,2009-12-18
2354,2010-01-14,17928,88.33,BD6X6,5,2010-01-15
2544,2010-01-28,17928,29.76,XYY8H,5,2010-01-29
2798,2010-02-11,17928,106.47,2.87E+08,5,2010-02-12
2913,2010-02-18,17928,94.07,RSWDN,5,2010-02-19
3034,2010-02-25,17928,16.83,63ABV,5,2010-02-26
899,2009-07-15,18943,8.01,6KRZA,4,2009-07-16
1296,2009-09-23,18943,8.01,AQ4XA,4,2009-09-24
1730,2009-11-11,18943,8.01,HTVE7,4,2009-11-12
2073,2009-12-16,18943,8.01,J4T96,4,2009-12-17
2353,2010-01-14,18943,8.01,K3GET,4,2010-01-15
3019,2010-02-24,18943,8.01,R8YLE,4,2010-02-25
671,2009-06-03,19271,81.34,TAZ5K,3,2009-06-04
1104,2009-08-24,19271,51.75,XU62Q,3,2009-08-25
674,2009-06-03,19347,47.82,KS6TK,4,2009-06-04
2142,2009-12-28,19347,128.06,6FNDJ,5,2009-12-30
2351,2010-01-14,19347,45.49,Y3JAN,5,2010-01-15
2446,2010-01-22,19347,95.36,Z2UQK,5,2010-01-22
2557,2010-01-29,19347,114.98,KZK6E,5,2010-01-29
2800,2010-02-11,19347,112.53,VP9BH,5,2010-02-12
2914,2010-02-18,19347,111.68,5UN4M,5,2010-02-19
2917,2010-02-19,19347,5.63,PR3FM,5,2010-02-19
675,2009-06-03,19579,41.72,F5HNQ,3,2009-06-04
683,2009-06-04,19768,27.3,RTDUL,6,2009-06-11
685,2009-06-05,19891,9.53,NMW4U,4,2009-06-09
700,2009-06-10,19892,16.55,NPJVU,6,2009-06-11
749,2009-06-17,19892,76.79,77RXG,6,2009-06-18
781,2009-06-25,19892,14.86,RDBED,6,2009-06-25
691,2009-06-06,20515,16.9,UF4LJ,3,2009-06-09
692,2009-06-08,20805,38.96,S7ZFE,6,2009-06-11
737,2009-06-16,20805,23.51,7J9L7,6,2009-06-18
778,2009-06-24,20805,50.98,K974R,6,2009-06-25
807,2009-07-01,20805,46.05,4NSXV,6,2009-07-02
851,2009-07-08,20805,28.18,LUPJ8,6,2009-07-09
902,2009-07-15,20805,47.21,L4U4A,6,2009-07-16
996,2009-08-03,20805,66.13,8JU97,6,2009-08-06
1123,2009-08-25,20805,44.39,SBNHX,6,2009-08-27
1293,2009-09-22,20805,80.03,8DKCX,6,2009-09-24
1294,2009-09-22,20805,66.58,BPTP4,6,2009-09-24
1477,2009-10-21,20805,44.99,6RQUJ,6,2009-10-22
1478,2009-10-21,20805,8.44,6UE7F,6,2009-10-22
1900,2009-11-30,20805,68.22,XJVCF,6,2009-12-03
2656,2010-02-03,20805,63.23,XBJZ2,6,2010-02-04
3017,2010-02-24,20805,74.62,WL7XL,6,2010-02-25
699,2009-06-09,20994,7.36,NEK7Y,5,2009-06-12
701,2009-06-10,21194,27.29,S496Y,6,2009-06-11
779,2009-06-24,21194,21.59,B258H,6,2009-06-25
1064,2009-08-17,21243,56.77,2CVBN,6,2009-08-20
3160,2010-03-04,21243,53.26,HDTXU,4,2010-03-05
704,2009-06-11,21254,48.78,2YRJE,6,2009-06-11
750,2009-06-17,21254,56.49,V4RMA,6,2009-06-18
815,2009-07-01,21254,33.03,V95X7,6,2009-07-02
724,2009-06-15,21267,21.38,LPK7A,3,2009-06-16
800,2009-06-29,21267,22.39,UDCUH,3,2009-06-30
837,2009-07-06,21267,9.63,JULYG,3,2009-07-07
705,2009-06-11,21275,39.98,FZHFV,5,2009-06-12
760,2009-06-18,21275,28.63,E7SC5,5,2009-06-19
910,2009-07-16,21275,85.72,U2CFM,5,2009-07-17
941,2009-07-23,21275,63.7,6YPSF,5,2009-07-24
980,2009-07-30,21275,52.23,JPLPP,5,2009-07-31
2663,2010-02-04,21275,115.81,7WW9L,5,2010-02-05
711,2009-06-11,21385,63.73,8V4JC,5,2009-06-12
847,2009-07-08,21385,67.03,3VV7K,6,2009-07-09
983,2009-07-30,21385,69.53,YDEXU,5,2009-07-31
2214,2010-01-04,21718,18.27,LM4CP,11,2010-01-06
2241,2010-01-06,21718,9.18,6237V,11,2010-01-06
2375,2010-01-17,21718,21.63,7KGCD,18,2010-01-18
2592,2010-01-31,21718,80.16,BVYC8,18,2010-02-01
722,2009-06-12,21750,6.09,CK3PD,6,2009-06-18
723,2009-06-14,21943,41.65,82FHK,4,2009-06-18
727,2009-06-15,22186,18.03,MVZUX,3,2009-06-16
920,2009-07-20,22186,23.92,393HK,3,2009-07-21
1035,2009-08-10,22186,25.35,Y5LJ2,3,2009-08-11
1199,2009-09-07,22186,31.36,BEZAN,3,2009-09-08
1462,2009-10-20,22186,57.08,JP52Y,3,2009-10-20
1644,2009-11-10,22186,25.63,WHB3Z,3,2009-11-10
2320,2010-01-12,22186,45.09,2SEFT,3,2010-01-12
2858,2010-02-15,22186,29.57,4VL72,3,2010-02-16
3200,2010-03-07,22186,47.19,C4C9J,3,2010-03-09
754,2009-06-17,22418,34.78,ZZQTX,6,2009-06-18
816,2009-07-02,22446,87.78,WWECL,6,2009-07-02
1380,2009-10-08,22446,113,JT7PQ,6,2009-10-08
740,2009-06-17,22494,89.87,6QNUJ,6,2009-06-18
907,2009-07-16,22494,21,VH48L,6,2009-07-16
1611,2009-11-05,22494,22.76,MSH6N,6,2009-11-05
742,2009-06-17,22682,38.36,5LYVE,6,2009-06-18
743,2009-06-17,22684,7.05,3LPAQ,5,2009-06-19
909,2009-07-16,22684,17.46,C2YN6,5,2009-07-17
961,2009-07-28,22684,37.32,BNKN8,5,2009-07-31
962,2009-07-28,22684,5.12,AMMRR,5,2009-07-31
963,2009-07-28,22684,5.12,L9NKV,5,2009-07-31
1053,2009-08-13,22684,33.37,X9CU8,5,2009-08-14
1140,2009-08-27,22684,25.48,Z68WX,5,2009-08-28
1623,2009-11-05,22684,28.11,ZB8YG,5,2009-11-06
745,2009-06-17,22705,30.9,XUZUC,6,2009-06-18
782,2009-06-25,22717,18.73,82H3H,6,2009-06-25
806,2009-07-01,22717,13.53,9C3MH,6,2009-07-02
904,2009-07-16,22717,17.04,LPHK9,6,2009-07-16
747,2009-06-17,22722,17.07,GZBEM,6,2009-06-18
812,2009-07-01,22722,22.95,L2TXL,6,2009-07-02
839,2009-07-06,22722,31.11,FB4CR,6,2009-07-09
894,2009-07-14,22722,30.16,7QQ6M,6,2009-07-23
950,2009-07-26,22722,20.28,ETNX9,6,2009-07-30
952,2009-07-27,22722,24.86,FQDXZ,6,2009-07-30
1007,2009-08-04,22722,20.98,B8F4N,6,2009-08-06
1125,2009-08-26,22722,13.07,QD7RH,6,2009-08-27
1275,2009-09-20,22722,16.76,7NP9P,6,2009-09-24
1423,2009-10-14,22722,14.71,L3M3N,6,2009-10-15
2895,2010-02-17,22722,36.84,CPN6F,6,2010-02-18
3139,2010-03-03,22722,22.06,AESXE,6,2010-03-04
756,2009-06-18,22745,198.9,T62MX,6,2009-06-18
819,2009-07-02,22745,129.56,3F2ZV,6,2009-07-02
905,2009-07-16,22745,89.29,SWNCG,6,2009-07-16
1176,2009-09-03,22745,247.91,JKJ4F,6,2009-09-03
1219,2009-09-10,22745,122.64,5C7AR,6,2009-09-10
1257,2009-09-17,22745,94.8,34HJL,6,2009-09-17
1435,2009-10-16,22745,126.41,A3792,5,2009-10-16
2666,2010-02-04,22745,127.15,W44WX,6,2010-02-04
755,2009-06-17,22761,38.5,WYUYA,6,2009-06-18
1012,2009-08-05,22761,40.7,CH8Q5,6,2009-08-06
766,2009-06-21,23323,41.27,3745Z,5,2009-06-26
795,2009-06-28,23323,55.08,VFBKK,3,2009-06-30
861,2009-07-09,23323,55.42,ZRTRE,5,2009-07-10
1052,2009-08-13,23323,61.07,AC38N,5,2009-08-14
1096,2009-08-21,23323,70.96,9KSNG,5,2009-08-21
1145,2009-08-27,23323,174.33,A8UBL,5,2009-08-28
1187,2009-09-04,23323,51.32,YCSE2,5,2009-09-04
1225,2009-09-11,23323,76.32,QUZRP,5,2009-09-11
1263,2009-09-17,23323,51.24,6PSCG,5,2009-09-18
1383,2009-10-08,23323,70.2,NHJAN,5,2009-10-09
1431,2009-10-15,23323,64.42,HZBP8,5,2009-10-16
2008,2009-12-10,23323,133.83,4FAV8,5,2009-12-11
2529,2010-01-28,23323,214.08,497C5,5,2010-01-29
2649,2010-02-03,23323,143.27,K92CR,5,2010-02-05
2797,2010-02-11,23323,129.39,4LCCV,5,2010-02-12
3036,2010-02-25,23323,104.41,D75SW,5,2010-02-26
3161,2010-03-04,23323,92.87,V7JTD,5,2010-03-05
883,2009-07-13,23334,21.97,6B6SG,6,2009-07-16
2031,2009-12-13,23405,72.89,5CQWV,18,2009-12-14
2138,2009-12-27,23405,55.15,U6EP4,18,2009-12-28
2175,2009-12-30,23405,57.93,2NUWM,18,2010-01-04
784,2009-06-25,26788,45.22,PQXL6,6,2009-06-25
823,2009-07-02,26788,12.57,8S7DL,6,2009-07-02
934,2009-07-23,26788,33.4,37X5K,6,2009-07-23
975,2009-07-30,26788,20.51,HLNCY,6,2009-07-30
1133,2009-08-27,26788,16.8,GMXEH,6,2009-08-27
1175,2009-09-03,26788,18.45,JX8Y6,6,2009-09-03
1218,2009-09-10,26788,34.62,ZEH68,6,2009-09-10
1254,2009-09-17,26788,30.75,WRJRP,6,2009-09-17
1379,2009-10-08,26788,25.65,MQ5UA,6,2009-10-08
1487,2009-10-22,26788,7.05,BEBJR,6,2009-10-22
1552,2009-10-29,26788,22.06,KS4T7,6,2009-10-29
1613,2009-11-05,26788,14.47,YHA3K,6,2009-11-05
1800,2009-11-17,26788,23.72,E7ZSS,3,2009-11-17
2866,2010-02-16,26788,41.25,ZNN7J,3,2010-02-16
821,2009-07-02,27169,10.78,QA43G,6,2009-07-02
1557,2009-10-29,27169,15.43,9UFVS,6,2009-10-29
1748,2009-11-12,27169,14.25,U9PXR,6,2009-11-12
887,2009-07-13,27428,54.12,63USC,3,2009-07-14
985,2009-07-31,27428,29.61,PH4MH,5,2009-07-31
1003,2009-08-04,27428,34.82,Y7D2G,3,2009-08-04
2068,2009-12-16,27428,38.14,8F3J5,11,2009-12-16
2173,2009-12-30,27428,17.24,YXMQK,9,2009-12-30
2268,2010-01-08,27428,50.33,HGBKH,15,2010-01-08
2321,2010-01-12,27428,29.66,CW872,3,2010-01-12
2434,2010-01-21,27428,34.66,9TYJX,6,2010-01-21
2594,2010-02-01,27428,54.18,XDHTJ,15,2010-02-01
2687,2010-02-04,27428,20.97,M4J28,5,2010-02-05
2783,2010-02-11,27428,86.49,P8ANR,6,2010-02-11
2887,2010-02-17,27428,27.65,S5NEF,9,2010-02-17
2990,2010-02-23,27428,38.92,FDPYL,3,2010-02-23
3047,2010-02-26,27428,38.89,8LGTN,5,2010-02-26
3176,2010-03-05,27428,14.35,XNPRG,5,2010-03-05
3223,2010-03-08,27428,27.68,TC6D2,15,2010-03-08
1082,2009-08-19,27585,21.56,8S4ZR,6,2009-08-20
1127,2009-08-26,27585,21.04,6B5QY,6,2009-08-27
872,2009-07-10,28318,117.55,E3AHQ,5,2009-07-10
943,2009-07-24,28318,85.13,JTEWA,5,2009-07-24
1023,2009-08-07,28318,137.41,KQFZK,5,2009-08-07
1100,2009-08-21,28318,86.15,H2NMF,5,2009-08-21
1216,2009-09-09,28318,96.23,HAQ4Q,6,2009-09-10
2584,2010-01-31,28511,95.88,6D2TS,4,2010-02-04
2650,2010-02-03,28511,52.09,VQYG2,4,2010-02-04
805,2009-06-30,29284,14.05,7Q5Z5,6,2009-07-09
824,2009-07-02,29284,8.48,SUTXH,6,2009-07-02
1014,2009-08-06,29284,43.84,4LGZA,6,2009-08-06
2622,2010-02-02,29284,91.47,XW82U,3,2010-02-02
1136,2009-08-27,29605,31.09,DD7LJ,5,2009-08-28
1443,2009-10-16,29605,2.76,7K35M,3,2009-10-20
1511,2009-10-23,29605,4.29,RX98S,7,2009-10-29
1512,2009-10-24,29605,2.92,753V5,3,2009-10-27
1513,2009-10-24,29605,8.35,N38M3,7,2009-10-29
1547,2009-10-28,29605,4.4,J274C,6,2009-10-29
1549,2009-10-28,29605,43.85,FDUKH,7,2009-11-03
1582,2009-11-02,29605,3.06,BL3YX,6,2009-11-05
2178,2009-12-30,29605,8.5,4GGNM,7,2009-12-31
2187,2010-01-02,29605,7.36,KXNH7,7,2009-12-29
2483,2010-01-25,29605,14.68,TDAHL,4,2010-01-26
2487,2010-01-25,29605,1.83,6YY22,3,2010-01-26
2692,2010-02-05,29605,34.73,XHNEB,5,2010-02-05
2693,2010-02-05,29605,15.35,K62PA,5,2010-02-05
810,2009-07-01,29816,9.76,SBU46,6,2009-07-02
811,2009-07-01,29855,23.72,6DCDP,6,2009-07-02
814,2009-07-01,29878,20.44,F3XA4,6,2009-07-09
817,2009-07-02,30131,23.32,BD4HR,6,2009-07-02
976,2009-07-30,30131,17.68,UCL6L,6,2009-07-30
1132,2009-08-27,30131,27.26,NBB92,6,2009-08-27
1252,2009-09-16,30131,17.86,PBAT7,6,2009-09-17
1301,2009-09-24,30131,19.5,7YB9V,6,2009-09-24
1481,2009-10-22,30131,21.42,RP8SP,6,2009-10-22
1837,2009-11-20,30131,21.28,ZD24S,5,2009-11-20
1999,2009-12-09,30131,33.29,BFM4Q,6,2009-12-10
3023,2010-02-25,30131,39.58,KT4X5,6,2010-02-25
3146,2010-03-04,30131,28.81,2K9UU,6,2010-03-04
829,2009-07-02,30222,11.35,QCUDB,6,2009-07-02
831,2009-07-02,30225,4.96,GV8E8,6,2009-07-02
833,2009-07-03,30554,38.99,UC3VD,5,2009-07-10
988,2009-07-31,30554,29.48,TTDBD,5,2009-07-31
1150,2009-08-28,30554,18.79,KEQVG,5,2009-08-28
1829,2009-11-19,30554,65.64,7NJ73,5,2009-11-20
1840,2009-11-20,30554,9.45,6UFS9,5,2009-11-20
835,2009-07-05,31492,40.8,3GE6E,3,2009-07-07
911,2009-07-17,31492,47.07,XF8KV,5,2009-07-17
981,2009-07-30,31492,34.27,GGRJR,5,2009-07-31
1047,2009-08-12,31492,51.85,XFJXL,6,2009-08-13
1048,2009-08-12,31492,55.84,RMLG9,6,2009-08-13
1220,2009-09-10,31492,45.98,9BQ82,6,2009-09-10
834,2009-07-05,31971,10.08,ZW5PS,5,2009-07-10
867,2009-07-10,31971,6.84,PRWAM,5,2009-07-10
903,2009-07-15,31971,31.53,YD7VZ,5,2009-07-17
969,2009-07-29,31971,27.5,HMUPT,5,2009-07-31
1005,2009-08-04,31971,16.02,ED2RL,5,2009-08-07
1054,2009-08-13,31971,20.6,3MZJK,5,2009-08-14
1143,2009-08-27,31971,18.06,5692W,5,2009-08-28
1415,2009-10-13,31971,29.96,3FGUJ,5,2009-10-16
836,2009-07-06,32014,28.35,ZK8HC,4,2009-07-07
849,2009-07-08,33104,35.31,8HM5V,6,2009-07-09
897,2009-07-14,33104,18.29,P6M9X,6,2009-07-16
901,2009-07-15,33104,7,YWJVY,6,2009-07-16
3138,2010-03-03,33104,40.11,FMASM,6,2010-03-04
852,2009-07-09,33227,12.55,9WTMG,4,2009-07-09
855,2009-07-09,33309,96.53,CNA58,5,2009-07-10
1474,2009-10-21,33309,105.4,G6TKY,5,2009-10-23
1555,2009-10-29,33309,119.19,RKHL6,6,2009-10-29
1831,2009-11-19,33309,100.62,N9M8L,7,2009-11-19
2043,2009-12-14,33309,42.12,9S9ZE,18,2009-12-14
857,2009-07-09,33428,16.82,7EBJK,5,2009-07-10
1030,2009-08-09,33428,2.1,KU936,5,2009-08-14
921,2009-07-20,33434,15.12,KG6KK,6,2009-07-23
1008,2009-08-05,33434,2.94,CFSDW,6,2009-08-06
858,2009-07-09,33468,57.03,94Z8B,5,2009-07-10
862,2009-07-09,33534,108.06,8RQ5W,5,2009-07-10
984,2009-07-30,33534,120.96,E3JGL,5,2009-07-31
864,2009-07-10,33561,28.19,CDV7P,5,2009-07-10
1647,2009-11-10,33566,154.78,585SR,4,2009-11-10
1830,2009-11-19,33566,195.58,834FE,4,2009-11-19
1875,2009-11-24,33566,124.29,7XAMA,4,2009-12-01
2024,2009-12-13,33566,80.03,VUGT7,4,2009-12-14
2332,2010-01-13,33566,212.09,CFLVX,4,2010-01-13
865,2009-07-10,33581,60.99,FFGNA,5,2009-07-10
2562,2010-01-29,33581,102.4,8KB9A,5,2010-01-29
866,2009-07-10,33590,54.82,Q8WG5,5,2009-07-10
906,2009-07-16,33590,43.36,89J2L,5,2009-07-17
1094,2009-08-21,33590,56.36,KQKC5,5,2009-08-21
1764,2009-11-13,33590,60.84,VTA6E,5,2009-11-13
2551,2010-01-29,33590,46.18,FMR3D,5,2010-01-29
868,2009-07-10,33600,22.63,9FEBK,5,2009-07-10
945,2009-07-24,33600,43.99,KZ8TU,5,2009-07-24
987,2009-07-31,33600,22.09,4YYYB,5,2009-07-31
1056,2009-08-13,33600,24.54,5NKMG,5,2009-08-14
1505,2009-10-23,33600,28.39,CSLGA,5,2009-10-23
1620,2009-11-05,33600,40.26,G62UC,5,2009-11-06
1761,2009-11-13,33600,18.83,Z9K7X,5,2009-11-13
1870,2009-11-23,33600,52.12,UC9TP,4,2009-11-25
2521,2010-01-27,33600,23.77,F7H4H,5,2010-01-29
2681,2010-02-04,33600,62.28,6DSAW,5,2010-02-05
2805,2010-02-12,33600,47.9,WWCTZ,5,2010-02-12
2915,2010-02-18,33600,55.76,JCEGR,5,2010-02-19
1562,2009-10-29,33829,95.32,SV622,5,2009-10-30
3041,2010-02-26,33829,89.6,M82UY,5,2010-02-26
876,2009-07-12,34042,70.33,DZBP5,5,2009-07-17
1051,2009-08-13,34042,82.99,MR6N9,5,2009-08-14
1098,2009-08-21,34042,61.9,MF6UH,5,2009-08-21
1231,2009-09-11,34042,85.02,EVKF2,5,2009-09-11
877,2009-07-13,35051,46.65,L2BZ5,3,2009-07-14
923,2009-07-20,35051,50.49,78XVB,3,2009-07-21
949,2009-07-26,35051,26.54,C5KJD,3,2009-07-28
1039,2009-08-11,35051,29.67,GWB82,3,2009-08-11
2119,2009-12-22,35051,61.19,DVKAM,3,2009-12-22
2938,2010-02-20,35051,41.09,QYDM7,18,2010-02-22
3075,2010-02-28,35051,44.24,K2F6L,18,2010-03-01
3189,2010-03-06,35051,26.1,YWDES,18,2010-03-08
875,2009-07-12,35068,11.46,PDETX,4,2009-07-02
880,2009-07-13,36090,27.13,MRSWU,5,2009-07-17
895,2009-07-14,36090,2.56,PQGB5,5,2009-07-17
931,2009-07-21,36090,62.68,NRE6E,5,2009-07-24
1011,2009-08-05,36090,48.23,DUD4T,5,2009-08-07
882,2009-07-13,36175,12.88,ED63K,4,2009-07-09
891,2009-07-14,36350,20.06,TJA6K,4,2009-07-14
893,2009-07-14,36360,51.73,BXMTB,3,2009-07-14
2502,2010-01-26,36360,49.62,87HT2,3,2010-01-26
2503,2010-01-26,36360,11.74,Y7GVG,3,2010-01-26
914,2009-07-18,36662,53.77,R6M9W,4,2009-07-21
1087,2009-08-20,36695,35.04,282KY,5,2009-08-21
1469,2009-10-20,36695,90.14,CJAZS,5,2009-10-23
1612,2009-11-05,36695,53.59,SKNJH,5,2009-11-06
1747,2009-11-12,36695,60.04,TSG6Y,5,2009-11-13
919,2009-07-20,37855,66.15,VNMYM,4,2009-07-21
1071,2009-08-18,37855,49.77,U93Z6,4,2009-08-18
1110,2009-08-25,37855,63.21,4FB86,4,2009-08-25
1162,2009-09-01,37855,50.1,82CY6,4,2009-09-01
1208,2009-09-08,37855,52.26,6XG97,4,2009-09-08
1290,2009-09-22,37855,28.84,FAKSN,4,2009-09-22
1329,2009-09-29,37855,74.69,NJXX9,3,2009-09-29
915,2009-07-18,38520,16.58,V57TV,3,2009-07-21
959,2009-07-28,38520,24.79,TDLJY,3,2009-07-28
1861,2009-11-23,38520,5.7,H8WL4,3,2009-11-24
2224,2010-01-05,38520,5.84,SW8B9,3,2010-01-05
918,2009-07-19,38721,99.17,3X96P,5,2009-07-24
1081,2009-08-19,38721,70.39,P9G5B,5,2009-08-21
1172,2009-09-02,38721,89.84,7LK4P,6,2009-09-03
1224,2009-09-10,38721,27.89,7X4PE,5,2009-09-11
1492,2009-10-22,38721,29.49,EPPVT,5,2009-10-23
1497,2009-10-22,38721,20.09,XKE24,5,2009-10-23
1807,2009-11-17,38721,92.54,L4SDL,11,2009-11-18
933,2009-07-22,38740,25.91,RTW54,5,2009-07-24
986,2009-07-31,38740,55.08,9MMZL,5,2009-07-31
1022,2009-08-07,38740,24.82,KNP72,5,2009-08-07
1058,2009-08-14,38740,14.16,LSMTM,5,2009-08-14
1097,2009-08-21,38740,11.51,9VRGU,5,2009-08-21
1184,2009-09-03,38740,48.1,HYZXK,5,2009-09-04
1227,2009-09-11,38740,11.71,GSNX5,5,2009-09-11
1312,2009-09-24,38740,10.17,NHVUK,5,2009-09-25
1491,2009-10-22,38740,6.92,UL9J3,5,2009-10-23
2018,2009-12-11,38740,11.51,GJF5U,5,2009-12-11
2264,2010-01-08,38740,28.57,XL77Y,5,2010-01-08
2440,2010-01-21,38740,10.17,C7PXC,5,2010-01-22
1036,2009-08-10,38857,52.99,FWH47,3,2009-08-11
1040,2009-08-11,38857,11.92,8ULCM,3,2009-08-11
1066,2009-08-17,38857,53.42,YJNG8,3,2009-08-18
1115,2009-08-25,38857,27.04,UBV2L,3,2009-08-25
1160,2009-09-01,38857,34.91,VY7LA,3,2009-09-01
1226,2009-09-11,38857,55.56,RM2KZ,5,2009-09-11
1242,2009-09-15,38857,31.35,8NA34,3,2009-09-15
1288,2009-09-22,38857,38.05,JT4FD,3,2009-09-22
1324,2009-09-28,38857,64.36,JULH7,3,2009-09-29
1365,2009-10-05,38857,23.83,N2JAP,3,2009-10-06
1409,2009-10-12,38857,29.71,398VY,3,2009-10-13
1460,2009-10-20,38857,36.81,49RH2,3,2009-10-20
1520,2009-10-26,38857,23.75,TSPZ2,3,2009-10-27
1542,2009-10-28,38857,19.92,ZGCMC,9,2009-10-28
