Date,Close,Open,High,Low,Volume,Code,Company,Up&Down,Rate
2015-06-10,2120,2155,2185,2090,2590446,217620,한화ACPC스팩,0.0,0.0
2015-06-11,2115,2135,2140,2110,306374,217620,한화ACPC스팩,-5.0,-0.2358490566037736
2015-06-12,2105,2095,2125,2090,254677,217620,한화ACPC스팩,-10.0,-0.4728132387706856
2015-06-15,2120,2100,2125,2095,174954,217620,한화ACPC스팩,15.0,0.7125890736342043
2015-06-16,2085,2110,2115,2070,357984,217620,한화ACPC스팩,-35.0,-1.650943396226415
2015-06-17,2060,2085,2085,2040,141601,217620,한화ACPC스팩,-25.0,-1.1990407673860912
2015-06-18,2035,2065,2065,2030,110911,217620,한화ACPC스팩,-25.0,-1.2135922330097086
2015-06-19,2055,2020,2060,2020,176256,217620,한화ACPC스팩,20.0,0.9828009828009828
2015-06-22,2080,2070,2085,2060,68048,217620,한화ACPC스팩,25.0,1.2165450121654502
2015-06-23,2090,2090,2105,2080,64435,217620,한화ACPC스팩,10.0,0.4807692307692308
2015-06-24,2060,2090,2090,2055,55518,217620,한화ACPC스팩,-30.0,-1.4354066985645932
2015-06-25,2080,2075,2085,2055,28622,217620,한화ACPC스팩,20.0,0.9708737864077669
2015-06-26,2075,2070,2090,2045,100880,217620,한화ACPC스팩,-5.0,-0.2403846153846154
2015-06-29,2080,2080,2095,2070,112697,217620,한화ACPC스팩,5.0,0.24096385542168677
2015-06-30,2100,2095,2110,2080,73052,217620,한화ACPC스팩,20.0,0.9615384615384616
2015-07-01,2140,2100,2155,2100,86792,217620,한화ACPC스팩,40.0,1.9047619047619049
2015-07-02,2145,2130,2180,2105,33757,217620,한화ACPC스팩,5.0,0.23364485981308408
2015-07-03,2140,2130,2145,2115,116932,217620,한화ACPC스팩,-5.0,-0.2331002331002331
2015-07-06,2125,2100,2150,2100,46576,217620,한화ACPC스팩,-15.0,-0.7009345794392523
2015-07-07,2120,2135,2135,2110,17046,217620,한화ACPC스팩,-5.0,-0.2352941176470588
2015-07-08,2125,2105,2135,2105,83057,217620,한화ACPC스팩,5.0,0.2358490566037736
2015-07-09,2135,2105,2135,2105,24071,217620,한화ACPC스팩,10.0,0.4705882352941176
2015-07-10,2135,2135,2140,2120,45868,217620,한화ACPC스팩,0.0,0.0
2015-07-13,2160,2140,2160,2135,86592,217620,한화ACPC스팩,25.0,1.1709601873536302
2015-07-14,2150,2165,2170,2145,17304,217620,한화ACPC스팩,-10.0,-0.4629629629629629
2015-07-15,2150,2145,2155,2135,21169,217620,한화ACPC스팩,0.0,0.0
2015-07-16,2150,2150,2155,2135,8687,217620,한화ACPC스팩,0.0,0.0
2015-07-17,2135,2140,2150,2130,13966,217620,한화ACPC스팩,-15.0,-0.6976744186046512
2015-07-20,2140,2125,2175,2125,43453,217620,한화ACPC스팩,5.0,0.234192037470726
2015-07-21,2160,2140,2160,2140,29235,217620,한화ACPC스팩,20.0,0.9345794392523363
2015-07-22,2165,2150,2165,2150,134262,217620,한화ACPC스팩,5.0,0.23148148148148145
2015-07-23,2180,2175,2185,2165,61444,217620,한화ACPC스팩,15.0,0.6928406466512702
2015-07-24,2190,2180,2195,2170,15944,217620,한화ACPC스팩,10.0,0.45871559633027525
2015-07-27,2190,2190,2190,2185,78461,217620,한화ACPC스팩,0.0,0.0
2015-07-28,2190,2190,2190,2180,16804,217620,한화ACPC스팩,0.0,0.0
2015-07-29,2200,2190,2220,2190,20822,217620,한화ACPC스팩,10.0,0.45662100456621
2015-07-30,2215,2200,2225,2200,23664,217620,한화ACPC스팩,15.0,0.6818181818181818
2015-07-31,2220,2215,2225,2205,24511,217620,한화ACPC스팩,5.0,0.2257336343115124
2015-08-03,2225,2225,2230,2225,17748,217620,한화ACPC스팩,5.0,0.22522522522522523
2015-08-04,2250,2225,2265,2225,121865,217620,한화ACPC스팩,25.0,1.1235955056179776
2015-08-05,2245,2250,2280,2245,35998,217620,한화ACPC스팩,-5.0,-0.2222222222222222
2015-08-06,2270,2245,2450,2240,42658,217620,한화ACPC스팩,25.0,1.1135857461024499
2015-08-07,2310,2430,2440,2275,95135,217620,한화ACPC스팩,40.0,1.762114537444934
2015-08-10,2290,2330,2370,2285,22523,217620,한화ACPC스팩,-20.0,-0.8658008658008658
2015-08-11,2300,2290,2315,2280,15772,217620,한화ACPC스팩,10.0,0.43668122270742354
2015-08-12,2265,2300,2300,2265,18825,217620,한화ACPC스팩,-35.0,-1.5217391304347827
2015-08-13,2255,2265,2300,2250,24334,217620,한화ACPC스팩,-10.0,-0.44150110375275936
2015-08-17,2235,2245,2265,2235,39628,217620,한화ACPC스팩,-20.0,-0.8869179600886918
2015-08-18,2215,2225,2325,2215,28071,217620,한화ACPC스팩,-20.0,-0.8948545861297539
2015-08-19,2200,2210,2245,2180,73774,217620,한화ACPC스팩,-15.0,-0.6772009029345373
2015-08-20,2215,2200,2220,2200,9270,217620,한화ACPC스팩,15.0,0.6818181818181818
2015-08-21,2205,2190,2205,2160,38118,217620,한화ACPC스팩,-10.0,-0.4514672686230248
2015-08-24,2160,2155,2205,2155,16581,217620,한화ACPC스팩,-45.0,-2.0408163265306123
2015-08-25,2180,2160,2200,2160,20032,217620,한화ACPC스팩,20.0,0.9259259259259258
2015-08-26,2215,2240,2240,2170,3897,217620,한화ACPC스팩,35.0,1.6055045871559634
2015-08-27,2180,2215,2215,2165,9777,217620,한화ACPC스팩,-35.0,-1.580135440180587
2015-08-28,2170,2180,2180,2165,3717,217620,한화ACPC스팩,-10.0,-0.45871559633027525
2015-08-31,2155,2170,2190,2150,23514,217620,한화ACPC스팩,-15.0,-0.6912442396313364
2015-09-01,2150,2175,2175,2140,32415,217620,한화ACPC스팩,-5.0,-0.23201856148491878
2015-09-02,2150,2150,2160,2150,15152,217620,한화ACPC스팩,0.0,0.0
2015-09-03,2150,2150,2210,2150,18564,217620,한화ACPC스팩,0.0,0.0
2015-09-04,2165,2155,2175,2150,27116,217620,한화ACPC스팩,15.0,0.6976744186046512
2015-09-07,2150,2150,2160,2150,67456,217620,한화ACPC스팩,-15.0,-0.6928406466512702
2015-09-08,2180,2150,2190,2145,8035,217620,한화ACPC스팩,30.0,1.3953488372093024
2015-09-09,2155,2150,2165,2150,10870,217620,한화ACPC스팩,-25.0,-1.146788990825688
2015-09-10,2160,2165,2165,2145,4118,217620,한화ACPC스팩,5.0,0.23201856148491878
2015-09-11,2145,2145,2145,2120,24835,217620,한화ACPC스팩,-15.0,-0.6944444444444444
2015-09-14,2145,2145,2160,2130,19780,217620,한화ACPC스팩,0.0,0.0
2015-09-15,2105,2145,2145,2090,28790,217620,한화ACPC스팩,-40.0,-1.8648018648018647
2015-09-16,2120,2100,2120,2100,24139,217620,한화ACPC스팩,15.0,0.7125890736342043
2015-09-17,2115,2115,2120,2105,10156,217620,한화ACPC스팩,-5.0,-0.2358490566037736
2015-09-18,2100,2115,2115,2085,34244,217620,한화ACPC스팩,-15.0,-0.7092198581560284
2015-09-21,2100,2095,2105,2095,62771,217620,한화ACPC스팩,0.0,0.0
2015-09-22,2110,2100,2115,2095,6557,217620,한화ACPC스팩,10.0,0.4761904761904762
2015-09-23,2105,2110,2110,2090,5359,217620,한화ACPC스팩,-5.0,-0.23696682464454977
2015-09-24,2095,2120,2120,2095,215,217620,한화ACPC스팩,-10.0,-0.4750593824228029
2015-09-25,2105,2095,2105,2090,39691,217620,한화ACPC스팩,10.0,0.47732696897374705
2015-09-30,2105,2100,2105,2080,61802,217620,한화ACPC스팩,0.0,0.0
2015-10-01,2115,2095,2115,2095,5515,217620,한화ACPC스팩,10.0,0.4750593824228029
2015-10-02,2120,2115,2120,2110,590,217620,한화ACPC스팩,5.0,0.2364066193853428
2015-10-05,2115,2115,2115,2100,4342,217620,한화ACPC스팩,-5.0,-0.2358490566037736
2015-10-06,2120,2105,2120,2100,3960,217620,한화ACPC스팩,5.0,0.2364066193853428
2015-10-07,2125,2100,2125,2100,9607,217620,한화ACPC스팩,5.0,0.2358490566037736
2015-10-08,2105,2130,2130,2100,15536,217620,한화ACPC스팩,-20.0,-0.9411764705882352
2015-10-12,2120,2105,2120,2100,5782,217620,한화ACPC스팩,15.0,0.7125890736342043
2015-10-13,2110,2100,2120,2100,6843,217620,한화ACPC스팩,-10.0,-0.4716981132075472
2015-10-14,2100,2120,2120,2090,8120,217620,한화ACPC스팩,-10.0,-0.47393364928909953
2015-10-15,2110,2100,2110,2100,20424,217620,한화ACPC스팩,10.0,0.4761904761904762
2015-10-16,2135,2100,2155,2100,107850,217620,한화ACPC스팩,25.0,1.1848341232227488
2015-10-19,2120,2100,2120,2100,2221,217620,한화ACPC스팩,-15.0,-0.702576112412178
2015-10-20,2110,2100,2115,2100,1439,217620,한화ACPC스팩,-10.0,-0.4716981132075472
2015-10-21,2115,2110,2115,2100,5147,217620,한화ACPC스팩,5.0,0.23696682464454977
2015-10-22,2115,2100,2115,2100,2339,217620,한화ACPC스팩,0.0,0.0
2015-10-23,2105,2100,2125,2100,14157,217620,한화ACPC스팩,-10.0,-0.4728132387706856
2015-10-26,2105,2115,2115,2095,11983,217620,한화ACPC스팩,0.0,0.0
2015-10-27,2110,2100,2110,2095,12212,217620,한화ACPC스팩,5.0,0.23752969121140144
2015-10-28,2105,2100,2105,2095,1346,217620,한화ACPC스팩,-5.0,-0.23696682464454977
2015-10-29,2105,2110,2110,2070,2002,217620,한화ACPC스팩,0.0,0.0
2015-10-30,2105,2100,2105,2100,70069,217620,한화ACPC스팩,0.0,0.0
2015-11-02,2110,2105,2110,2095,17511,217620,한화ACPC스팩,5.0,0.23752969121140144
2015-11-03,2095,2090,2095,2070,6739,217620,한화ACPC스팩,-15.0,-0.7109004739336493
2015-11-04,2080,2090,2090,2055,2906,217620,한화ACPC스팩,-15.0,-0.7159904534606205
2015-11-05,2070,2060,2095,2055,12449,217620,한화ACPC스팩,-10.0,-0.4807692307692308
2015-11-06,2055,2050,2070,2050,43960,217620,한화ACPC스팩,-15.0,-0.7246376811594203
2015-11-09,2050,2055,2055,2020,6066,217620,한화ACPC스팩,-5.0,-0.24330900243309003
2015-11-10,2040,2080,2080,2030,434,217620,한화ACPC스팩,-10.0,-0.4878048780487805
2015-11-11,2035,2040,2040,2030,14959,217620,한화ACPC스팩,-5.0,-0.24509803921568626
2015-11-12,2045,2060,2060,2025,4431,217620,한화ACPC스팩,10.0,0.4914004914004914
2015-11-13,2020,2030,2050,2005,77762,217620,한화ACPC스팩,-25.0,-1.2224938875305624
2015-11-16,2005,2010,2050,2000,16970,217620,한화ACPC스팩,-15.0,-0.7425742574257426
2015-11-17,2025,2050,2050,2010,8956,217620,한화ACPC스팩,20.0,0.997506234413965
2015-11-18,2015,2040,2040,1995,23947,217620,한화ACPC스팩,-10.0,-0.49382716049382713
2015-11-19,2010,2030,2030,1990,6622,217620,한화ACPC스팩,-5.0,-0.24813895781637718
2015-11-20,2010,2010,2010,1995,6537,217620,한화ACPC스팩,0.0,0.0
2015-11-23,2010,2005,2010,2000,3197,217620,한화ACPC스팩,0.0,0.0
2015-11-24,2010,2010,2010,2000,1691,217620,한화ACPC스팩,0.0,0.0
2015-11-25,2010,2010,2040,1995,12533,217620,한화ACPC스팩,0.0,0.0
2015-11-26,2020,2010,2035,2010,2827,217620,한화ACPC스팩,10.0,0.4975124378109453
2015-11-27,2010,2030,2030,2000,3899,217620,한화ACPC스팩,-10.0,-0.49504950495049505
2015-11-30,2010,2000,2035,2000,15905,217620,한화ACPC스팩,0.0,0.0
2015-12-01,2030,2000,2030,2000,3796,217620,한화ACPC스팩,20.0,0.9950248756218906
2015-12-02,2000,2000,2010,2000,7957,217620,한화ACPC스팩,-30.0,-1.477832512315271
2015-12-03,2005,2005,2005,2000,16389,217620,한화ACPC스팩,5.0,0.25
2015-12-04,2010,2005,2010,2000,5784,217620,한화ACPC스팩,5.0,0.24937655860349126
2015-12-07,2010,2035,2035,2000,5916,217620,한화ACPC스팩,0.0,0.0
2015-12-08,2010,2010,2010,2000,9913,217620,한화ACPC스팩,0.0,0.0
2015-12-09,2005,2000,2005,1995,20470,217620,한화ACPC스팩,-5.0,-0.24875621890547264
2015-12-10,2005,2005,2010,2000,910,217620,한화ACPC스팩,0.0,0.0
2015-12-11,2000,2010,2010,2000,3999,217620,한화ACPC스팩,-5.0,-0.24937655860349126
2015-12-14,1995,2000,2005,1995,8597,217620,한화ACPC스팩,-5.0,-0.25
2015-12-15,1995,1995,2005,1995,17451,217620,한화ACPC스팩,0.0,0.0
2015-12-16,1995,2000,2000,1995,10252,217620,한화ACPC스팩,0.0,0.0
2015-12-17,1995,1995,1995,1995,2135,217620,한화ACPC스팩,0.0,0.0
2015-12-18,2000,1995,2000,1990,10848,217620,한화ACPC스팩,5.0,0.2506265664160401
2015-12-21,2000,1990,2000,1900,19598,217620,한화ACPC스팩,0.0,0.0
2015-12-22,2005,2000,2005,1995,12338,217620,한화ACPC스팩,5.0,0.25
2015-12-23,2000,2005,2005,2000,8631,217620,한화ACPC스팩,-5.0,-0.24937655860349126
2015-12-24,1995,1995,2000,1995,3996,217620,한화ACPC스팩,-5.0,-0.25
2015-12-28,2000,2010,2010,1995,9624,217620,한화ACPC스팩,5.0,0.2506265664160401
2015-12-29,2010,2000,2015,1995,17937,217620,한화ACPC스팩,10.0,0.5
2015-12-30,2015,2025,2025,2005,49,217620,한화ACPC스팩,5.0,0.24875621890547264
2016-01-04,1990,2020,2020,1990,422,217620,한화ACPC스팩,-25.0,-1.240694789081886
2016-01-05,2000,2000,2000,1995,304,217620,한화ACPC스팩,10.0,0.5025125628140703
2016-01-06,1990,2000,2000,1990,6662,217620,한화ACPC스팩,-10.0,-0.5
2016-01-07,2010,1990,2010,1990,8177,217620,한화ACPC스팩,20.0,1.0050251256281406
2016-01-08,2000,1990,2010,1990,4005,217620,한화ACPC스팩,-10.0,-0.4975124378109453
2016-01-11,2000,2005,2005,1995,3355,217620,한화ACPC스팩,0.0,0.0
2016-01-12,2010,2000,2010,1990,2052,217620,한화ACPC스팩,10.0,0.5
