Date,Close,Open,High,Low,Volume,Code,Company,Up&Down,Rate
2005-04-27,23000,23500,23650,22900,27679,069620,대웅제약,0.0,0.0
2005-04-28,22200,23300,23300,22200,20708,069620,대웅제약,-800.0,-3.4782608695652173
2005-04-29,22200,22150,22350,22000,11084,069620,대웅제약,0.0,0.0
2005-05-02,22400,22200,22400,22200,6860,069620,대웅제약,200.0,0.9009009009009009
2005-05-03,22200,22250,22550,22200,4700,069620,대웅제약,-200.0,-0.8928571428571428
2005-05-04,22550,22400,22600,22300,5590,069620,대웅제약,350.0,1.5765765765765765
2005-05-06,22700,22550,22800,22400,3960,069620,대웅제약,150.0,0.6651884700665188
2005-05-09,21950,22500,22800,21950,11360,069620,대웅제약,-750.0,-3.303964757709251
2005-05-10,21900,22050,22050,21850,8510,069620,대웅제약,-50.0,-0.22779043280182232
2005-05-11,21850,21900,22000,21650,7219,069620,대웅제약,-50.0,-0.228310502283105
2005-05-12,21850,21650,22000,21650,8850,069620,대웅제약,0.0,0.0
2005-05-13,21850,21850,22350,21850,2131,069620,대웅제약,0.0,0.0
2005-05-16,21800,21800,22100,21800,9260,069620,대웅제약,-50.0,-0.2288329519450801
2005-05-17,21700,21900,22150,21600,10625,069620,대웅제약,-100.0,-0.45871559633027525
2005-05-18,22050,22000,22250,21600,4040,069620,대웅제약,350.0,1.6129032258064515
2005-05-19,22200,22000,22600,22000,9318,069620,대웅제약,150.0,0.6802721088435374
2005-05-20,22550,22150,22600,22150,5990,069620,대웅제약,350.0,1.5765765765765765
2005-05-23,22800,22550,22900,22450,4928,069620,대웅제약,250.0,1.1086474501108647
2005-05-24,22900,22900,22950,22550,3320,069620,대웅제약,100.0,0.43859649122807015
2005-05-25,22800,22800,23000,22600,4300,069620,대웅제약,-100.0,-0.43668122270742354
2005-05-26,23250,22550,23500,22550,8221,069620,대웅제약,450.0,1.9736842105263157
2005-05-27,23650,23350,23700,23350,10840,069620,대웅제약,400.0,1.7204301075268817
2005-05-30,23200,23800,23900,23100,16644,069620,대웅제약,-450.0,-1.9027484143763214
2005-05-31,23300,23600,23600,23150,8296,069620,대웅제약,100.0,0.43103448275862066
2005-06-01,23300,23500,23600,23150,8890,069620,대웅제약,0.0,0.0
2005-06-02,23650,23300,23750,23200,9620,069620,대웅제약,350.0,1.502145922746781
2005-06-03,24650,23650,24750,23650,25780,069620,대웅제약,1000.0,4.2283298097251585
2005-06-07,25550,24600,25750,24500,62650,069620,대웅제약,900.0,3.6511156186612577
2005-06-08,25150,25050,25600,25000,15140,069620,대웅제약,-400.0,-1.5655577299412915
2005-06-09,25450,24550,25450,24550,27510,069620,대웅제약,300.0,1.1928429423459244
2005-06-10,24700,25000,25700,24550,10295,069620,대웅제약,-750.0,-2.9469548133595285
2005-06-13,25000,24700,25100,24200,8651,069620,대웅제약,300.0,1.214574898785425
2005-06-14,26300,25000,26500,24800,42562,069620,대웅제약,1300.0,5.2
2005-06-15,26100,26300,26550,25800,21930,069620,대웅제약,-200.0,-0.7604562737642585
2005-06-16,25900,26450,26450,25900,13747,069620,대웅제약,-200.0,-0.7662835249042145
2005-06-17,26150,25900,26200,25600,8430,069620,대웅제약,250.0,0.9652509652509652
2005-06-20,25750,25700,25950,25500,9180,069620,대웅제약,-400.0,-1.5296367112810707
2005-06-21,26150,25800,26200,25800,19585,069620,대웅제약,400.0,1.5533980582524272
2005-06-22,26600,26150,26800,25850,47935,069620,대웅제약,450.0,1.7208413001912046
2005-06-23,28000,26500,28000,26300,111830,069620,대웅제약,1400.0,5.263157894736842
2005-06-24,29000,27850,29150,27500,130790,069620,대웅제약,1000.0,3.571428571428571
2005-06-27,28600,29500,29500,28500,77026,069620,대웅제약,-400.0,-1.3793103448275863
2005-06-28,29000,28500,29400,28500,56820,069620,대웅제약,400.0,1.3986013986013985
2005-06-29,30000,29000,30200,28850,153263,069620,대웅제약,1000.0,3.4482758620689653
2005-06-30,31050,30300,31600,30300,119750,069620,대웅제약,1050.0,3.5000000000000004
2005-07-01,30800,30650,31550,29800,85610,069620,대웅제약,-250.0,-0.8051529790660225
2005-07-04,31800,30250,31800,30200,68934,069620,대웅제약,1000.0,3.2467532467532463
2005-07-05,31500,31300,32400,31300,118490,069620,대웅제약,-300.0,-0.9433962264150944
2005-07-06,29850,31550,31550,29850,77477,069620,대웅제약,-1650.0,-5.238095238095238
2005-07-07,29600,29500,29800,29400,66740,069620,대웅제약,-250.0,-0.8375209380234505
2005-07-08,28400,29400,29400,28350,59262,069620,대웅제약,-1200.0,-4.054054054054054
2005-07-11,29400,28500,29450,28500,24930,069620,대웅제약,1000.0,3.5211267605633805
2005-07-12,29500,29100,29500,29100,21200,069620,대웅제약,100.0,0.3401360544217687
2005-07-13,29400,29250,29750,29000,9734,069620,대웅제약,-100.0,-0.3389830508474576
2005-07-14,29600,29400,29750,29400,45070,069620,대웅제약,200.0,0.6802721088435374
2005-07-15,29850,29100,29950,29100,24380,069620,대웅제약,250.0,0.8445945945945946
2005-07-18,29800,30000,30250,29800,18340,069620,대웅제약,-50.0,-0.16750418760469013
2005-07-19,29300,29800,30100,29300,40816,069620,대웅제약,-500.0,-1.6778523489932886
2005-07-20,29200,29550,29600,29000,29950,069620,대웅제약,-100.0,-0.3412969283276451
2005-07-21,28100,29000,29100,28100,43140,069620,대웅제약,-1100.0,-3.767123287671233
2005-07-22,28350,27700,28700,27700,16670,069620,대웅제약,250.0,0.8896797153024912
2005-07-25,29300,28050,29500,28050,29558,069620,대웅제약,950.0,3.3509700176366843
2005-07-26,29500,29350,29650,29050,20388,069620,대웅제약,200.0,0.6825938566552902
2005-07-27,29300,29500,29500,29150,13363,069620,대웅제약,-200.0,-0.6779661016949152
2005-07-28,29500,29400,29700,29100,18180,069620,대웅제약,200.0,0.6825938566552902
2005-07-29,29500,29500,29700,29150,11020,069620,대웅제약,0.0,0.0
2005-08-01,29100,29100,29800,29050,10500,069620,대웅제약,-400.0,-1.3559322033898304
2005-08-02,28650,29000,29200,27800,10910,069620,대웅제약,-450.0,-1.5463917525773196
2005-08-03,28500,28650,28900,28500,13600,069620,대웅제약,-150.0,-0.5235602094240838
2005-08-04,29250,29450,29450,28700,15020,069620,대웅제약,750.0,2.631578947368421
2005-08-05,29150,29400,29400,28950,12810,069620,대웅제약,-100.0,-0.3418803418803419
2005-08-08,29000,29500,29500,29000,4210,069620,대웅제약,-150.0,-0.5145797598627788
2005-08-09,28650,28100,30100,28100,6710,069620,대웅제약,-350.0,-1.206896551724138
2005-08-10,28650,28650,28850,28200,8180,069620,대웅제약,0.0,0.0
2005-08-11,28700,28200,29000,28200,11121,069620,대웅제약,50.0,0.17452006980802792
2005-08-12,29500,28500,29800,28500,13830,069620,대웅제약,800.0,2.7874564459930316
2005-08-16,29400,29500,29500,29050,10110,069620,대웅제약,-100.0,-0.3389830508474576
2005-08-17,30100,29400,30500,29250,39400,069620,대웅제약,700.0,2.380952380952381
2005-08-18,31450,30950,31700,30600,49930,069620,대웅제약,1350.0,4.485049833887043
2005-08-19,31500,31300,32200,30200,43400,069620,대웅제약,50.0,0.1589825119236884
2005-08-22,31800,32000,32000,31100,12480,069620,대웅제약,300.0,0.9523809523809524
2005-08-23,31000,31800,31800,31000,22530,069620,대웅제약,-800.0,-2.515723270440252
2005-08-24,30450,30700,31200,30100,28900,069620,대웅제약,-550.0,-1.7741935483870968
2005-08-25,30300,30000,30300,29650,18820,069620,대웅제약,-150.0,-0.49261083743842365
2005-08-26,30100,30450,30500,29900,13710,069620,대웅제약,-200.0,-0.6600660066006601
2005-08-29,29000,29600,30100,29000,26490,069620,대웅제약,-1100.0,-3.6544850498338874
2005-08-30,29400,29650,31000,28800,30000,069620,대웅제약,400.0,1.3793103448275863
2005-08-31,29950,30000,30350,29800,32110,069620,대웅제약,550.0,1.870748299319728
2005-09-01,30200,29950,30450,29600,8480,069620,대웅제약,250.0,0.8347245409015025
2005-09-02,30050,30800,30800,29900,14270,069620,대웅제약,-150.0,-0.49668874172185434
2005-09-05,30300,30200,30300,29650,7181,069620,대웅제약,250.0,0.8319467554076538
2005-09-06,30850,30300,30950,30300,11481,069620,대웅제약,550.0,1.8151815181518154
2005-09-07,31000,30950,31100,30800,13710,069620,대웅제약,150.0,0.48622366288492713
2005-09-08,29700,30800,31500,29700,29995,069620,대웅제약,-1300.0,-4.193548387096775
2005-09-09,29900,30400,30500,29800,24465,069620,대웅제약,200.0,0.6734006734006733
